Initial cumulative execution times of all Virtual Machines
ID: 1 | Cumulative Execution Time: 0
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3359175.21875
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3191702.773438
ID: 8 | Cumulative Execution Time: 3424138.285156
ID: 9 | Cumulative Execution Time: 3478881.389648
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 3602254.9375
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 3602071.4375
Selecting Virtual Machine #1 for scheduling task # 134
ID: 1 | Cumulative Execution Time: 3161460.78076
ID: 2 | Cumulative Execution Time: 3229455.071534
ID: 3 | Cumulative Execution Time: 3596221.808594
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3359175.21875
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3191702.773438
ID: 8 | Cumulative Execution Time: 3424138.285156
ID: 9 | Cumulative Execution Time: 3478881.389648
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 3602254.9375
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 3602071.4375
Selecting Virtual Machine #1 for scheduling task # 135
ID: 1 | Cumulative Execution Time: 3515306.28076
ID: 2 | Cumulative Execution Time: 3229455.071534
ID: 3 | Cumulative Execution Time: 3596221.808594
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3359175.21875
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3191702.773438
ID: 8 | Cumulative Execution Time: 3424138.285156
ID: 9 | Cumulative Execution Time: 3478881.389648
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 3602254.9375
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 3602071.4375
Selecting Virtual Machine #7 for scheduling task # 136
ID: 1 | Cumulative Execution Time: 3515306.28076
ID: 2 | Cumulative Execution Time: 3229455.071534
ID: 3 | Cumulative Execution Time: 3596221.808594
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3359175.21875
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3238242.257813
ID: 8 | Cumulative Execution Time: 3424138.285156
ID: 9 | Cumulative Execution Time: 3478881.389648
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 3602254.9375
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 3602071.4375
Selecting Virtual Machine #2 for scheduling task # 137
ID: 1 | Cumulative Execution Time: 3515306.28076
ID: 2 | Cumulative Execution Time: 3375152.696534
ID: 3 | Cumulative Execution Time: 3596221.808594
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3359175.21875
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3238242.257813
ID: 8 | Cumulative Execution Time: 3424138.285156
ID: 9 | Cumulative Execution Time: 3478881.389648
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 3602254.9375
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 3602071.4375
Selecting Virtual Machine #7 for scheduling task # 138
ID: 1 | Cumulative Execution Time: 3515306.28076
ID: 2 | Cumulative Execution Time: 3375152.696534
ID: 3 | Cumulative Execution Time: 3596221.808594
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3359175.21875
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3424138.285156
ID: 9 | Cumulative Execution Time: 3478881.389648
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 3602254.9375
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 3602071.4375
Selecting Virtual Machine #5 for scheduling task # 139
ID: 1 | Cumulative Execution Time: 3515306.28076
ID: 2 | Cumulative Execution Time: 3375152.696534
ID: 3 | Cumulative Execution Time: 3596221.808594
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3560206.921875
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3424138.285156
ID: 9 | Cumulative Execution Time: 3478881.389648
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 3602254.9375
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 3602071.4375
Selecting Virtual Machine #2 for scheduling task # 140
ID: 1 | Cumulative Execution Time: 3515306.28076
ID: 2 | Cumulative Execution Time: 3404783.434815
ID: 3 | Cumulative Execution Time: 3596221.808594
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3560206.921875
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3424138.285156
ID: 9 | Cumulative Execution Time: 3478881.389648
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 3602254.9375
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 3602071.4375
Selecting Virtual Machine #2 for scheduling task # 141
ID: 1 | Cumulative Execution Time: 3515306.28076
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 3596221.808594
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3560206.921875
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3424138.285156
ID: 9 | Cumulative Execution Time: 3478881.389648
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 3602254.9375
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 3602071.4375
Selecting Virtual Machine #8 for scheduling task # 142
ID: 1 | Cumulative Execution Time: 3515306.28076
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 3596221.808594
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3560206.921875
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3478881.389648
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 3602254.9375
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 3602071.4375
Selecting Virtual Machine #9 for scheduling task # 143
ID: 1 | Cumulative Execution Time: 3515306.28076
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 3596221.808594
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3560206.921875
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3872060.327148
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 3602254.9375
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 3602071.4375
Selecting Virtual Machine #1 for scheduling task # 144
ID: 1 | Cumulative Execution Time: 3622351.132322
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 3596221.808594
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3560206.921875
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3872060.327148
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 3602254.9375
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 3602071.4375
Selecting Virtual Machine #5 for scheduling task # 145
ID: 1 | Cumulative Execution Time: 3622351.132322
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 3596221.808594
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3701184.078125
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3872060.327148
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 3602254.9375
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 3602071.4375
Selecting Virtual Machine #3 for scheduling task # 146
ID: 1 | Cumulative Execution Time: 3622351.132322
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 3815537.042969
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3701184.078125
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3872060.327148
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 3602254.9375
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 3602071.4375
Selecting Virtual Machine #16 for scheduling task # 147
ID: 1 | Cumulative Execution Time: 3622351.132322
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 3815537.042969
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3701184.078125
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3872060.327148
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 3602254.9375
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #11 for scheduling task # 148
ID: 1 | Cumulative Execution Time: 3622351.132322
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 3815537.042969
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3701184.078125
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3872060.327148
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #1 for scheduling task # 149
ID: 1 | Cumulative Execution Time: 3687154.300291
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 3815537.042969
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3701184.078125
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3872060.327148
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3633501.8125
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #14 for scheduling task # 150
ID: 1 | Cumulative Execution Time: 3687154.300291
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 3815537.042969
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3701184.078125
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3872060.327148
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3935489.5625
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #1 for scheduling task # 151
ID: 1 | Cumulative Execution Time: 3942955.737791
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 3815537.042969
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3701184.078125
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3872060.327148
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3935489.5625
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #5 for scheduling task # 152
ID: 1 | Cumulative Execution Time: 3942955.737791
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 3815537.042969
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3883803.453125
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3872060.327148
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3935489.5625
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #3 for scheduling task # 153
ID: 1 | Cumulative Execution Time: 3942955.737791
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 4003245.824219
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3883803.453125
ID: 6 | Cumulative Execution Time: 3831816.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3872060.327148
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3935489.5625
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #6 for scheduling task # 154
ID: 1 | Cumulative Execution Time: 3942955.737791
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 4003245.824219
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3883803.453125
ID: 6 | Cumulative Execution Time: 5361763.625
ID: 7 | Cumulative Execution Time: 3833667.132813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3872060.327148
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3935489.5625
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #7 for scheduling task # 155
ID: 1 | Cumulative Execution Time: 3942955.737791
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 4003245.824219
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3883803.453125
ID: 6 | Cumulative Execution Time: 5361763.625
ID: 7 | Cumulative Execution Time: 5108477.507813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3872060.327148
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3935489.5625
ID: 15 | Cumulative Execution Time: 3849414.203125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #15 for scheduling task # 156
ID: 1 | Cumulative Execution Time: 3942955.737791
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 4003245.824219
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3883803.453125
ID: 6 | Cumulative Execution Time: 5361763.625
ID: 7 | Cumulative Execution Time: 5108477.507813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3872060.327148
ID: 10 | Cumulative Execution Time: 3856396.398438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3935489.5625
ID: 15 | Cumulative Execution Time: 4357496.578125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #10 for scheduling task # 157
ID: 1 | Cumulative Execution Time: 3942955.737791
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 4003245.824219
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3883803.453125
ID: 6 | Cumulative Execution Time: 5361763.625
ID: 7 | Cumulative Execution Time: 5108477.507813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 3872060.327148
ID: 10 | Cumulative Execution Time: 5164790.773438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3935489.5625
ID: 15 | Cumulative Execution Time: 4357496.578125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #9 for scheduling task # 158
ID: 1 | Cumulative Execution Time: 3942955.737791
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 4003245.824219
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3883803.453125
ID: 6 | Cumulative Execution Time: 5361763.625
ID: 7 | Cumulative Execution Time: 5108477.507813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 4800852.952148
ID: 10 | Cumulative Execution Time: 5164790.773438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 3878753.421875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3935489.5625
ID: 15 | Cumulative Execution Time: 4357496.578125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #12 for scheduling task # 159
ID: 1 | Cumulative Execution Time: 3942955.737791
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 4003245.824219
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 3883803.453125
ID: 6 | Cumulative Execution Time: 5361763.625
ID: 7 | Cumulative Execution Time: 5108477.507813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 4800852.952148
ID: 10 | Cumulative Execution Time: 5164790.773438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 4335193.171875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3935489.5625
ID: 15 | Cumulative Execution Time: 4357496.578125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #5 for scheduling task # 160
ID: 1 | Cumulative Execution Time: 3942955.737791
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 4003245.824219
ID: 4 | Cumulative Execution Time: 3885720.641601
ID: 5 | Cumulative Execution Time: 4288326.078125
ID: 6 | Cumulative Execution Time: 5361763.625
ID: 7 | Cumulative Execution Time: 5108477.507813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 4800852.952148
ID: 10 | Cumulative Execution Time: 5164790.773438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 4335193.171875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3935489.5625
ID: 15 | Cumulative Execution Time: 4357496.578125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #4 for scheduling task # 161
ID: 1 | Cumulative Execution Time: 3942955.737791
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 4003245.824219
ID: 4 | Cumulative Execution Time: 4678831.079101
ID: 5 | Cumulative Execution Time: 4288326.078125
ID: 6 | Cumulative Execution Time: 5361763.625
ID: 7 | Cumulative Execution Time: 5108477.507813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 4800852.952148
ID: 10 | Cumulative Execution Time: 5164790.773438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 4335193.171875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 3935489.5625
ID: 15 | Cumulative Execution Time: 4357496.578125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #14 for scheduling task # 162
ID: 1 | Cumulative Execution Time: 3942955.737791
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 4003245.824219
ID: 4 | Cumulative Execution Time: 4678831.079101
ID: 5 | Cumulative Execution Time: 4288326.078125
ID: 6 | Cumulative Execution Time: 5361763.625
ID: 7 | Cumulative Execution Time: 5108477.507813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 4800852.952148
ID: 10 | Cumulative Execution Time: 5164790.773438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 4335193.171875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 5725273.8125
ID: 15 | Cumulative Execution Time: 4357496.578125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #1 for scheduling task # 163
ID: 1 | Cumulative Execution Time: 4060855.714353
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 4003245.824219
ID: 4 | Cumulative Execution Time: 4678831.079101
ID: 5 | Cumulative Execution Time: 4288326.078125
ID: 6 | Cumulative Execution Time: 5361763.625
ID: 7 | Cumulative Execution Time: 5108477.507813
ID: 8 | Cumulative Execution Time: 3999547.285156
ID: 9 | Cumulative Execution Time: 4800852.952148
ID: 10 | Cumulative Execution Time: 5164790.773438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 4335193.171875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 5725273.8125
ID: 15 | Cumulative Execution Time: 4357496.578125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #8 for scheduling task # 164
ID: 1 | Cumulative Execution Time: 4060855.714353
ID: 2 | Cumulative Execution Time: 4330728.684815
ID: 3 | Cumulative Execution Time: 4003245.824219
ID: 4 | Cumulative Execution Time: 4678831.079101
ID: 5 | Cumulative Execution Time: 4288326.078125
ID: 6 | Cumulative Execution Time: 5361763.625
ID: 7 | Cumulative Execution Time: 5108477.507813
ID: 8 | Cumulative Execution Time: 5309555.785156
ID: 9 | Cumulative Execution Time: 4800852.952148
ID: 10 | Cumulative Execution Time: 5164790.773438
ID: 11 | Cumulative Execution Time: 5318934.5625
ID: 12 | Cumulative Execution Time: 4335193.171875
ID: 13 | Cumulative Execution Time: 4704696.375
ID: 14 | Cumulative Execution Time: 5725273.8125
ID: 15 | Cumulative Execution Time: 4357496.578125
ID: 16 | Cumulative Execution Time: 4804822.0625
Selecting Virtual Machine #3 for scheduling task # 165
